"job_id","company_id","job_title","job_level","job_type","remote_allowed","salary_min","salary_max","location_country","posted_date"
1204,59,"Product Manager","Mid","Contract",True,77353,136060,"USA","2025-09-09"
1205,16,"Software Engineer","Senior","Contract",False,66054,129293,"Remote","2025-09-13"
1206,134,"QA Engineer","Junior","Internship",True,55566,142855,"Germany","2025-12-30"
1207,55,"Data Analyst","Senior","Contract",False,56952,134705,"Canada","2025-08-28"
1208,122,"Product Manager","Lead","Contract",True,55354,128442,"India","2025-09-08"
1209,133,"Product Manager","Senior","Full-time",False,46922,138880,"India","2026-01-10"
1210,82,"Data Analyst","Mid","Contract",False,53151,93940,"India","2025-10-20"
1211,113,"DevOps Engineer","Senior","Internship",True,63850,147193,"Remote","2025-11-20"
1212,75,"Software Engineer","Lead","Internship",True,47063,92175,"Germany","2025-04-05"
1213,62,"Product Manager","Senior","Full-time",False,68396,127107,"Canada","2025-08-02"
1214,52,"Product Manager","Lead","Contract",False,43878,96954,"Canada","2025-05-02"
1215,115,"DevOps Engineer","Lead","Contract",False,64363,141457,"UK","2025-09-29"
1216,45,"Software Engineer","Senior","Full-time",True,77286,116372,"Germany","2025-06-16"
1217,44,"Software Engineer","Junior","Contract",True,40471,91254,"UK","2025-07-06"
1218,7,"QA Engineer","Senior","Internship",True,73501,100920,"Germany","2025-03-24"
1219,131,"QA Engineer","Senior","Internship",False,70437,121472,"Remote","2025-10-01"
1220,18,"Software Engineer","Senior","Internship",True,48885,146163,"Germany","2025-05-29"
1221,79,"Data Analyst","Lead","Full-time",True,61529,146740,"USA","2025-11-21"
1222,109,"Software Engineer","Senior","Full-time",False,59988,121812,"Germany","2025-06-18"
1223,135,"QA Engineer","Senior","Internship",False,69256,106447,"Germany","2025-06-10"
1224,116,"Data Analyst","Junior","Contract",True,45206,119683,"India","2025-10-21"
1225,2,"Data Analyst","Mid","Full-time",False,55199,133996,"India","2025-10-06"
1226,10,"Data Analyst","Lead","Contract",True,43965,117361,"India","2025-10-25"
1227,34,"Data Analyst","Lead","Contract",True,49602,131829,"India","2025-09-02"
1228,42,"Product Manager","Lead","Internship",False,54720,110357,"USA","2025-11-25"
1229,48,"Data Analyst","Senior","Internship",True,59597,143157,"India","2025-04-21"
1230,116,"Software Engineer","Mid","Internship",False,40167,109408,"UK","2025-04-26"
1231,132,"Product Manager","Mid","Contract",True,46398,144857,"Germany","2025-03-28"
1232,138,"DevOps Engineer","Senior","Internship",True,79677,135011,"Remote","2025-10-11"
1233,43,"QA Engineer","Senior","Full-time",False,52347,127910,"Germany","2025-07-11"
1234,53,"Software Engineer","Mid","Full-time",False,48379,94888,"Germany","2025-08-02"
1235,130,"Software Engineer","Mid","Internship",False,53185,126798,"UK","2025-05-04"
1236,37,"DevOps Engineer","Lead","Contract",False,67702,118149,"India","2025-03-11"
1237,47,"DevOps Engineer","Mid","Contract",False,70023,106838,"USA","2025-12-02"
1238,59,"Software Engineer","Junior","Internship",False,63047,139119,"USA","2025-06-26"
1239,17,"Software Engineer","Lead","Internship",True,74382,127538,"India","2025-05-09"
1240,68,"Software Engineer","Lead","Internship",False,75897,124540,"USA","2025-10-23"
1241,32,"Data Analyst","Junior","Contract",False,53084,149410,"Remote","2025-12-11"
1242,141,"QA Engineer","Lead","Full-time",False,74110,109280,"Canada","2025-04-08"
1243,4,"QA Engineer","Lead","Full-time",False,46027,97175,"Remote","2025-09-22"
1244,16,"Software Engineer","Lead","Internship",True,65093,114671,"India","2025-04-17"
1245,68,"DevOps Engineer","Mid","Internship",True,53811,110229,"UK","2025-08-17"
1246,147,"QA Engineer","Lead","Full-time",True,59434,135514,"Remote","2025-07-31"
1247,81,"DevOps Engineer","Mid","Internship",False,64857,127145,"Canada","2025-09-08"
1248,143,"Product Manager","Junior","Internship",True,79515,139287,"USA","2025-03-22"
1249,8,"DevOps Engineer","Senior","Contract",False,47985,149581,"UK","2025-06-16"
1250,1,"Software Engineer","Senior","Contract",False,45962,109698,"USA","2025-04-03"
1251,13,"QA Engineer","Senior","Internship",True,41627,146789,"Canada","2025-06-08"
1252,74,"Software Engineer","Senior","Internship",True,64341,131494,"UK","2025-07-29"
1253,147,"Data Analyst","Senior","Full-time",False,59431,99772,"Germany","2025-10-28"
1254,9,"Data Analyst","Junior","Contract",True,68407,132171,"UK","2025-10-25"
1255,75,"DevOps Engineer","Junior","Full-time",True,58813,112383,"Germany","2025-02-14"
1256,48,"Product Manager","Lead","Internship",True,41731,137429,"Germany","2025-05-22"
1257,8,"Software Engineer","Junior","Internship",True,44427,142106,"UK","2025-10-23"
1258,95,"Product Manager","Senior","Full-time",True,52681,110966,"India","2025-07-16"
1259,70,"Data Analyst","Mid","Internship",False,43853,94989,"Canada","2025-06-08"
1260,64,"Data Analyst","Senior","Internship",True,48346,130441,"India","2025-10-05"
1261,130,"QA Engineer","Lead","Full-time",False,75875,130677,"Remote","2025-11-29"
1262,16,"QA Engineer","Junior","Contract",True,61191,103867,"Canada","2025-10-27"
1263,23,"QA Engineer","Junior","Internship",True,41552,96928,"Germany","2025-10-23"
1264,143,"Data Analyst","Mid","Full-time",True,65558,97310,"USA","2025-10-23"
1265,119,"DevOps Engineer","Mid","Internship",False,69929,104987,"Germany","2025-06-04"
1266,32,"Software Engineer","Mid","Full-time",False,40245,145012,"Germany","2025-08-13"
1267,77,"Software Engineer","Lead","Internship",False,68999,142830,"Canada","2025-04-26"
1268,138,"Product Manager","Lead","Contract",True,46476,119235,"India","2025-07-14"
1269,88,"Product Manager","Senior","Internship",False,48039,134814,"UK","2025-09-24"
1270,7,"Software Engineer","Senior","Contract",False,57121,94914,"UK","2025-05-10"
1271,97,"Product Manager","Mid","Full-time",False,66631,122502,"USA","2025-07-17"
1272,133,"DevOps Engineer","Lead","Full-time",True,62826,143789,"USA","2025-07-14"
1273,49,"Data Analyst","Mid","Full-time",True,57897,125769,"Canada","2025-09-30"
1274,130,"Product Manager","Junior","Internship",True,54842,146963,"Remote","2025-10-03"
1275,88,"DevOps Engineer","Senior","Internship",True,43344,114551,"UK","2025-08-26"
1276,69,"QA Engineer","Senior","Full-time",True,67000,101594,"India","2025-10-31"
1277,105,"Software Engineer","Lead","Contract",False,79911,127680,"India","2025-04-04"
1278,75,"Product Manager","Mid","Contract",False,57309,123422,"Germany","2025-11-04"
1279,145,"Data Analyst","Mid","Contract",False,50325,92372,"UK","2025-08-10"
1280,120,"QA Engineer","Mid","Full-time",False,79689,125799,"USA","2025-03-08"
1281,48,"Software Engineer","Senior","Internship",True,79770,144282,"India","2026-01-13"
1282,113,"DevOps Engineer","Mid","Contract",True,51266,126280,"Germany","2025-06-10"
1283,92,"QA Engineer","Lead","Contract",True,57434,105049,"UK","2025-07-27"
1284,19,"QA Engineer","Senior","Contract",True,79872,139795,"Remote","2025-06-05"
1285,77,"Data Analyst","Senior","Contract",False,64569,119229,"Canada","2025-10-23"
1286,80,"Product Manager","Junior","Internship",False,54491,106083,"USA","2025-07-16"
1287,119,"Software Engineer","Mid","Full-time",True,48672,115962,"USA","2025-12-22"
1288,150,"Data Analyst","Mid","Full-time",False,65305,118477,"Remote","2025-06-03"
1289,58,"Data Analyst","Mid","Full-time",True,42296,90018,"Germany","2025-06-29"
1290,3,"Product Manager","Junior","Internship",False,52585,113261,"Germany","2025-03-22"
1291,92,"Software Engineer","Lead","Internship",True,73919,117604,"UK","2025-03-08"
1292,35,"DevOps Engineer","Mid","Internship",False,74512,145838,"Germany","2025-03-28"
1293,70,"Data Analyst","Mid","Contract",True,68920,132313,"India","2025-05-31"
1294,135,"Product Manager","Senior","Contract",False,56112,143834,"Canada","2025-04-15"
1295,88,"DevOps Engineer","Senior","Internship",False,65456,132001,"UK","2025-02-23"
1296,108,"Software Engineer","Junior","Internship",True,49982,121924,"India","2025-10-22"
1297,93,"Product Manager","Senior","Internship",False,76310,97054,"UK","2025-02-04"
1298,100,"QA Engineer","Lead","Contract",True,74258,106358,"Germany","2025-08-29"
1299,21,"QA Engineer","Junior","Contract",True,44734,141854,"UK","2025-11-09"
1300,111,"Data Analyst","Junior","Contract",False,54475,138764,"Canada","2026-01-21"
1301,1,"QA Engineer","Senior","Internship",False,51197,97331,"Remote","2025-07-24"
1302,10,"DevOps Engineer","Senior","Full-time",False,40822,136724,"India","2025-08-03"
1303,61,"Software Engineer","Lead","Internship",False,70966,95664,"Canada","2026-01-08"
1304,146,"Product Manager","Senior","Full-time",False,41757,100167,"India","2025-06-11"
1305,3,"QA Engineer","Junior","Full-time",False,40608,122476,"Germany","2025-08-01"
1306,13,"Software Engineer","Lead","Internship",False,60756,128983,"USA","2025-07-27"
1307,102,"QA Engineer","Mid","Internship",True,75603,114517,"Canada","2025-12-30"
1308,148,"Software Engineer","Lead","Full-time",True,66645,141586,"India","2025-10-23"
1309,103,"DevOps Engineer","Mid","Internship",False,62553,119366,"Germany","2025-03-28"
1310,60,"Product Manager","Senior","Contract",False,79819,117017,"India","2025-09-12"
1311,82,"DevOps Engineer","Lead","Internship",True,73201,148682,"India","2025-06-17"
1312,105,"QA Engineer","Senior","Contract",True,50888,91716,"Canada","2025-05-07"
1313,53,"Data Analyst","Junior","Internship",False,53477,126144,"Germany","2026-01-19"
1314,131,"DevOps Engineer","Mid","Full-time",False,68878,101538,"Remote","2025-03-02"
1315,63,"Data Analyst","Senior","Full-time",False,42385,115763,"Remote","2026-01-12"
1316,91,"Data Analyst","Junior","Full-time",True,52008,93913,"UK","2025-02-24"
1317,143,"QA Engineer","Junior","Full-time",False,76752,134677,"India","2025-02-15"
1318,139,"Product Manager","Mid","Internship",False,47082,140359,"Remote","2025-03-06"
1319,88,"Product Manager","Mid","Contract",False,51532,127550,"Remote","2026-01-01"
1320,116,"Product Manager","Lead","Contract",True,45662,127697,"UK","2026-01-04"
1321,5,"Software Engineer","Senior","Internship",False,76978,109962,"Remote","2025-07-20"
1322,59,"Software Engineer","Senior","Full-time",False,48079,105386,"USA","2025-09-18"
1323,140,"Product Manager","Mid","Internship",False,58457,146926,"India","2025-02-22"
1324,54,"Software Engineer","Mid","Internship",True,58169,102294,"USA","2025-12-13"
1325,149,"Software Engineer","Senior","Internship",False,75834,126978,"UK","2025-03-01"
1326,24,"QA Engineer","Senior","Full-time",True,60335,124401,"Remote","2025-04-07"
1327,108,"Software Engineer","Senior","Contract",False,42273,90517,"Remote","2025-04-18"
1328,112,"Product Manager","Junior","Internship",True,51061,98213,"Canada","2025-04-05"
1329,25,"Software Engineer","Mid","Contract",True,50355,122799,"Canada","2025-07-11"
1330,12,"QA Engineer","Junior","Contract",True,78112,99282,"Germany","2025-11-06"
1331,74,"Product Manager","Senior","Contract",True,66451,94085,"Germany","2025-12-18"
1332,27,"DevOps Engineer","Lead","Full-time",False,75431,98586,"UK","2025-09-11"
1333,46,"Product Manager","Junior","Full-time",True,57633,147807,"Remote","2025-08-02"
1334,112,"Product Manager","Senior","Full-time",False,76036,100586,"Canada","2025-08-25"
1335,70,"QA Engineer","Junior","Contract",True,56470,145127,"USA","2025-06-15"
1336,91,"QA Engineer","Junior","Internship",True,75247,94625,"India","2025-10-14"
1337,55,"Product Manager","Senior","Contract",False,55929,139560,"Germany","2025-11-04"
1338,36,"Software Engineer","Senior","Contract",True,45058,114006,"Canada","2025-06-14"
1339,69,"QA Engineer","Mid","Contract",True,51966,91139,"Canada","2025-08-27"
1340,1,"Product Manager","Lead","Full-time",False,62209,107990,"Germany","2025-11-02"
1341,134,"QA Engineer","Mid","Internship",True,79715,139996,"India","2025-09-15"
1342,47,"QA Engineer","Lead","Full-time",False,41085,99214,"Canada","2025-04-15"
1343,3,"Software Engineer","Mid","Contract",True,67209,100247,"Germany","2025-09-22"
1344,99,"QA Engineer","Junior","Internship",False,53736,133626,"UK","2025-11-01"
1345,4,"QA Engineer","Junior","Full-time",True,78179,91506,"Germany","2025-12-31"
1346,58,"QA Engineer","Mid","Full-time",True,76769,137223,"India","2025-01-27"
1347,3,"Software Engineer","Senior","Internship",True,52251,136558,"USA","2026-01-11"
1348,118,"Product Manager","Lead","Full-time",False,71037,137364,"India","2025-08-30"
1349,92,"QA Engineer","Senior","Full-time",False,70970,139701,"Canada","2025-01-30"
1350,62,"Software Engineer","Mid","Internship",True,50327,128097,"USA","2025-10-23"
1351,71,"QA Engineer","Senior","Contract",True,46986,141604,"Germany","2025-08-23"
1352,41,"DevOps Engineer","Junior","Internship",True,75537,113427,"UK","2025-02-01"
1353,26,"QA Engineer","Junior","Full-time",True,44422,129140,"Germany","2025-09-19"
1354,87,"Software Engineer","Lead","Full-time",True,58434,141797,"Germany","2025-12-17"
1355,91,"Data Analyst","Mid","Internship",False,72286,142619,"India","2025-03-06"
1356,118,"Software Engineer","Lead","Contract",False,61410,133489,"Remote","2025-10-01"
1357,129,"Data Analyst","Mid","Internship",True,43749,105135,"UK","2025-11-05"
1358,70,"DevOps Engineer","Senior","Internship",False,45593,135472,"Canada","2025-11-28"
1359,104,"DevOps Engineer","Junior","Internship",False,53946,145365,"USA","2025-07-01"
1360,39,"QA Engineer","Mid","Internship",False,72341,105568,"USA","2026-01-16"
1361,146,"Product Manager","Junior","Full-time",True,49878,123473,"Canada","2025-11-11"
1362,131,"Product Manager","Junior","Internship",False,66067,94756,"Remote","2025-10-01"
1363,94,"DevOps Engineer","Junior","Contract",True,62990,110770,"Canada","2025-08-05"
1364,63,"Product Manager","Senior","Internship",False,75962,131627,"India","2025-06-11"
1365,1,"Product Manager","Mid","Full-time",True,40378,111959,"USA","2025-11-21"
1366,86,"Data Analyst","Junior","Internship",False,41284,93132,"Remote","2025-06-24"
1367,39,"Product Manager","Mid","Contract",True,70665,143370,"UK","2025-08-24"
1368,74,"Data Analyst","Lead","Full-time",False,69898,146800,"USA","2025-10-26"
1369,58,"Product Manager","Mid","Full-time",True,75221,122768,"UK","2025-06-20"
1370,20,"DevOps Engineer","Lead","Internship",False,40782,149867,"UK","2025-12-23"
1371,115,"Data Analyst","Junior","Internship",False,49266,116041,"Germany","2025-06-15"
1372,98,"Product Manager","Mid","Full-time",False,55885,129921,"India","2026-01-06"
1373,74,"DevOps Engineer","Senior","Full-time",False,44538,104245,"India","2025-04-27"
1374,16,"Software Engineer","Senior","Contract",True,58067,93251,"UK","2026-01-09"
1375,19,"Product Manager","Senior","Internship",True,54172,122820,"India","2025-03-13"
1376,4,"DevOps Engineer","Lead","Full-time",True,74031,138130,"UK","2025-06-04"
1377,127,"QA Engineer","Senior","Contract",False,44703,136316,"Canada","2025-12-06"
1378,10,"Product Manager","Senior","Contract",False,68365,96830,"UK","2025-09-23"
1379,100,"Product Manager","Lead","Internship",True,62564,139715,"India","2025-06-18"
1380,31,"DevOps Engineer","Lead","Internship",True,41939,136424,"Canada","2025-12-07"
1381,68,"DevOps Engineer","Junior","Contract",True,57385,95035,"UK","2025-05-10"
1382,137,"QA Engineer","Lead","Internship",True,49491,94792,"India","2025-11-22"
1383,107,"Software Engineer","Junior","Contract",False,47879,130011,"Canada","2025-05-07"
1384,122,"Software Engineer","Mid","Full-time",True,54656,91743,"India","2025-05-17"
1385,150,"Software Engineer","Senior","Internship",True,54590,115042,"Germany","2025-03-18"
1386,19,"DevOps Engineer","Mid","Internship",True,53850,140404,"Remote","2025-09-05"
1387,95,"QA Engineer","Lead","Internship",False,75981,95228,"UK","2025-03-11"
1388,149,"Product Manager","Lead","Full-time",False,64064,138328,"UK","2025-11-18"
1389,55,"Product Manager","Senior","Internship",True,62081,114045,"UK","2025-05-18"
1390,107,"Data Analyst","Lead","Contract",False,60173,99069,"USA","2025-03-09"
1391,140,"DevOps Engineer","Mid","Full-time",False,41401,127313,"UK","2025-12-22"
1392,27,"Product Manager","Senior","Internship",False,42285,101289,"Canada","2025-03-01"
1393,12,"Data Analyst","Senior","Internship",False,60959,105939,"India","2025-03-18"
1394,31,"Data Analyst","Senior","Full-time",True,65889,108001,"Germany","2025-04-03"
1395,100,"Product Manager","Mid","Contract",True,70041,136333,"Canada","2025-10-27"
1396,58,"Software Engineer","Senior","Full-time",True,63075,99025,"USA","2025-07-31"
1397,114,"Software Engineer","Junior","Internship",True,50932,109498,"Canada","2025-04-18"
1398,145,"Software Engineer","Mid","Full-time",True,76579,149641,"USA","2025-02-25"
1399,118,"Data Analyst","Lead","Contract",True,46986,94138,"USA","2025-12-14"
1400,102,"Data Analyst","Junior","Internship",False,59104,90059,"India","2025-05-14"
1401,114,"DevOps Engineer","Mid","Contract",False,70786,110517,"Canada","2025-04-27"
1402,90,"Product Manager","Senior","Full-time",False,76135,123684,"Remote","2025-05-24"
1403,103,"Software Engineer","Senior","Contract",True,75619,104539,"Remote","2025-02-09"
1404,35,"Software Engineer","Junior","Internship",True,59914,97314,"USA","2025-11-21"
1405,89,"QA Engineer","Senior","Full-time",False,72296,119693,"India","2025-05-23"
1406,3,"Product Manager","Mid","Contract",False,46592,93135,"Germany","2025-08-30"
1407,28,"QA Engineer","Senior","Full-time",True,51730,145375,"USA","2025-05-30"
1408,28,"Product Manager","Junior","Contract",True,57749,112570,"Germany","2025-06-23"
1409,149,"QA Engineer","Junior","Internship",False,72579,99495,"Canada","2025-04-15"
1410,43,"QA Engineer","Lead","Contract",True,73230,135105,"Canada","2025-07-10"
1411,69,"Data Analyst","Senior","Internship",False,73585,142104,"Germany","2025-07-24"
1412,64,"DevOps Engineer","Mid","Internship",True,66390,123065,"Canada","2025-11-10"
1413,101,"Software Engineer","Mid","Contract",False,66528,147354,"Remote","2025-09-22"
1414,80,"DevOps Engineer","Junior","Contract",True,67096,109268,"India","2025-07-18"
1415,19,"QA Engineer","Lead","Contract",True,43109,135182,"India","2025-05-10"
1416,132,"Software Engineer","Junior","Internship",True,72937,129197,"UK","2025-03-28"
1417,67,"DevOps Engineer","Senior","Contract",True,46479,130416,"India","2025-07-30"
1418,27,"Software Engineer","Lead","Internship",False,58999,124340,"Germany","2025-04-14"
1419,76,"Data Analyst","Lead","Contract",False,47996,114500,"Remote","2025-02-24"
1420,81,"Software Engineer","Junior","Contract",True,44249,95352,"UK","2025-12-01"
1421,135,"QA Engineer","Mid","Full-time",True,42959,141284,"India","2025-11-14"
1422,42,"Product Manager","Senior","Internship",False,40104,143915,"USA","2026-01-21"
1423,100,"Data Analyst","Lead","Contract",True,42179,93280,"India","2025-06-18"
1424,144,"Software Engineer","Senior","Contract",True,46431,104504,"UK","2025-04-24"
1425,11,"Product Manager","Senior","Contract",True,50270,109990,"Remote","2025-12-11"
1426,6,"QA Engineer","Lead","Internship",True,60652,112829,"USA","2025-07-28"
1427,38,"Data Analyst","Junior","Internship",False,53108,146147,"USA","2026-01-15"
1428,112,"Product Manager","Senior","Full-time",True,59357,101060,"Remote","2025-11-26"
1429,113,"Product Manager","Lead","Full-time",False,63844,95437,"India","2025-01-30"
1430,117,"QA Engineer","Lead","Internship",True,53081,91006,"USA","2025-03-01"
1431,115,"Product Manager","Junior","Full-time",True,63111,102841,"Germany","2026-01-19"
1432,21,"Data Analyst","Senior","Internship",False,45443,121417,"Remote","2025-10-16"
1433,125,"DevOps Engineer","Junior","Contract",True,69793,140923,"India","2025-12-13"
1434,59,"Data Analyst","Lead","Full-time",False,71277,116388,"Canada","2025-12-22"
1435,62,"QA Engineer","Senior","Full-time",False,53078,123936,"USA","2025-08-18"
1436,46,"Data Analyst","Senior","Internship",False,49285,109475,"Canada","2025-08-13"
1437,123,"Data Analyst","Lead","Internship",True,73453,106469,"Remote","2025-04-27"
1438,75,"QA Engineer","Mid","Internship",True,68216,105988,"Canada","2025-06-22"
1439,95,"Product Manager","Junior","Contract",False,47471,137636,"Germany","2025-05-17"
1440,102,"Product Manager","Senior","Internship",False,49072,113263,"India","2025-12-05"
1441,135,"Data Analyst","Senior","Full-time",True,53472,114174,"Germany","2025-08-20"
1442,53,"QA Engineer","Mid","Full-time",False,54434,145700,"UK","2025-08-15"
1443,109,"DevOps Engineer","Mid","Contract",False,67328,129162,"USA","2025-03-23"
1444,60,"Data Analyst","Junior","Full-time",False,72980,120801,"India","2026-01-10"
1445,33,"Software Engineer","Senior","Internship",False,47226,129117,"Germany","2025-07-04"
1446,70,"QA Engineer","Junior","Internship",True,51048,100091,"USA","2025-04-07"
1447,14,"Product Manager","Lead","Contract",True,51597,105077,"Remote","2025-03-25"
1448,133,"QA Engineer","Mid","Full-time",False,48151,134470,"UK","2025-01-29"
1449,115,"Product Manager","Mid","Full-time",False,52709,130039,"UK","2025-02-22"
1450,59,"Data Analyst","Mid","Internship",False,49854,100027,"UK","2025-03-13"
1451,59,"Product Manager","Mid","Contract",True,59609,144128,"Germany","2025-01-23"
1452,102,"Data Analyst","Lead","Full-time",True,57232,91718,"USA","2026-01-03"
1453,131,"DevOps Engineer","Mid","Full-time",True,70272,108729,"Canada","2025-10-07"
1454,56,"Product Manager","Senior","Full-time",True,72844,90921,"Canada","2025-09-08"
1455,98,"Data Analyst","Lead","Full-time",True,70640,103117,"USA","2025-02-21"
1456,85,"QA Engineer","Mid","Contract",True,55641,138117,"India","2025-11-26"
1457,99,"Software Engineer","Senior","Full-time",True,71960,120442,"Remote","2025-02-02"
1458,71,"QA Engineer","Mid","Contract",False,61852,103816,"Canada","2025-07-14"
1459,47,"Data Analyst","Mid","Contract",True,63427,94655,"Remote","2025-07-24"
1460,71,"QA Engineer","Mid","Contract",True,71878,122863,"Germany","2025-11-10"
1461,100,"QA Engineer","Senior","Internship",False,59569,142103,"India","2025-04-11"
1462,56,"QA Engineer","Senior","Internship",True,64152,138418,"Remote","2025-10-19"
1463,143,"DevOps Engineer","Mid","Full-time",True,40142,142297,"UK","2025-12-19"
1464,78,"Data Analyst","Senior","Internship",True,43608,121616,"Germany","2025-11-08"
1465,107,"Data Analyst","Junior","Contract",False,51137,143424,"India","2025-12-20"
1466,54,"Product Manager","Mid","Contract",False,73188,98787,"UK","2025-03-17"
1467,122,"DevOps Engineer","Senior","Contract",False,63079,142621,"Remote","2025-11-30"
1468,64,"Software Engineer","Junior","Internship",True,64462,147474,"Canada","2025-03-31"
1469,5,"Software Engineer","Junior","Full-time",False,68608,94479,"Canada","2025-11-17"
1470,1,"QA Engineer","Senior","Internship",False,79632,124811,"India","2025-10-31"
1471,29,"Product Manager","Senior","Contract",False,41677,103283,"India","2025-11-15"
1472,133,"Software Engineer","Lead","Internship",True,41630,132607,"UK","2025-05-06"
1473,84,"DevOps Engineer","Mid","Contract",False,64431,108624,"Germany","2025-06-22"
1474,109,"QA Engineer","Lead","Full-time",True,61068,116951,"Canada","2026-01-16"
1475,43,"DevOps Engineer","Mid","Full-time",False,49586,135084,"India","2025-07-20"
1476,51,"DevOps Engineer","Mid","Full-time",True,44036,134394,"USA","2025-03-11"
1477,2,"Data Analyst","Lead","Contract",False,50423,133560,"Canada","2025-03-07"
1478,121,"DevOps Engineer","Lead","Full-time",False,57411,135111,"UK","2025-12-13"
1479,1,"QA Engineer","Lead","Contract",True,56353,143400,"Remote","2025-07-06"
1480,82,"Software Engineer","Mid","Internship",True,70291,141454,"UK","2025-10-14"
1481,123,"Data Analyst","Junior","Internship",False,59185,124284,"UK","2025-08-30"
1482,67,"Software Engineer","Junior","Contract",True,59383,148202,"Canada","2026-01-19"
1483,26,"Data Analyst","Junior","Contract",True,69461,128383,"Germany","2026-01-13"
1484,61,"QA Engineer","Senior","Contract",True,60618,105258,"Germany","2025-02-01"
1485,97,"Product Manager","Senior","Contract",True,68033,132173,"USA","2025-02-13"
1486,21,"DevOps Engineer","Senior","Contract",True,76919,121829,"USA","2025-04-01"
1487,19,"Software Engineer","Senior","Internship",False,72430,102448,"Canada","2025-02-13"
1488,9,"Data Analyst","Lead","Internship",False,73779,144342,"Remote","2025-11-22"
1489,94,"DevOps Engineer","Mid","Internship",True,61719,114156,"USA","2025-09-07"
1490,116,"QA Engineer","Mid","Internship",True,75566,134889,"Canada","2025-10-09"
1491,31,"QA Engineer","Senior","Full-time",True,46331,102594,"UK","2025-09-14"
1492,78,"Product Manager","Mid","Internship",True,43733,98161,"India","2025-06-07"
1493,45,"Software Engineer","Mid","Full-time",False,74334,118578,"USA","2025-12-19"
1494,121,"Software Engineer","Junior","Full-time",False,75007,96982,"UK","2025-02-15"
1495,103,"DevOps Engineer","Junior","Contract",True,56891,129817,"USA","2025-11-26"
1496,46,"DevOps Engineer","Lead","Internship",True,60016,108508,"UK","2025-01-24"
1497,62,"Data Analyst","Mid","Full-time",True,45318,117808,"Remote","2025-07-02"
1498,26,"Software Engineer","Mid","Full-time",True,73313,136764,"Germany","2025-08-19"
1499,85,"QA Engineer","Lead","Internship",True,63951,141223,"Germany","2025-10-03"
1500,88,"DevOps Engineer","Mid","Internship",True,67946,98070,"Remote","2025-02-18"
1501,91,"DevOps Engineer","Junior","Contract",True,63544,132994,"Canada","2025-05-29"
1502,34,"DevOps Engineer","Mid","Contract",True,66378,99572,"UK","2025-10-26"
1503,41,"Product Manager","Mid","Contract",False,68733,90671,"USA","2025-06-10"
1504,104,"DevOps Engineer","Senior","Internship",False,40447,135301,"Canada","2025-07-14"
1505,89,"DevOps Engineer","Junior","Internship",False,40943,147200,"USA","2025-08-09"
1506,143,"Product Manager","Mid","Internship",False,42340,114096,"USA","2025-06-26"
1507,34,"Data Analyst","Lead","Full-time",True,75068,104775,"Germany","2025-04-08"
1508,100,"QA Engineer","Senior","Contract",True,60919,139968,"India","2025-05-15"
1509,12,"Product Manager","Mid","Contract",False,54645,90521,"Remote","2025-09-24"
1510,126,"Product Manager","Mid","Full-time",False,47173,138049,"India","2025-11-25"
1511,12,"Product Manager","Lead","Full-time",True,59687,145568,"India","2025-05-16"
1512,59,"Data Analyst","Lead","Full-time",True,46481,140353,"Canada","2025-11-15"
1513,81,"Software Engineer","Junior","Full-time",False,72574,132666,"USA","2025-12-21"
1514,14,"QA Engineer","Mid","Full-time",True,77715,115127,"Canada","2025-11-24"
1515,17,"Data Analyst","Mid","Contract",True,57458,130359,"Remote","2025-09-04"
1516,60,"DevOps Engineer","Junior","Internship",False,42841,126445,"Germany","2025-04-03"
1517,71,"Data Analyst","Mid","Full-time",True,41390,103214,"India","2025-06-23"
1518,72,"Software Engineer","Mid","Internship",True,57736,107212,"Germany","2026-01-02"
1519,83,"QA Engineer","Mid","Contract",True,60196,145897,"India","2025-01-28"
1520,126,"Data Analyst","Mid","Full-time",False,71235,139130,"USA","2025-01-29"
1521,59,"Data Analyst","Junior","Contract",True,75577,92820,"Germany","2026-01-07"
1522,17,"Data Analyst","Mid","Full-time",True,65555,143923,"USA","2025-05-28"
1523,132,"Data Analyst","Junior","Contract",True,79997,105647,"Germany","2025-10-01"
1524,106,"Product Manager","Mid","Internship",True,48254,103147,"Germany","2025-12-29"
1525,44,"QA Engineer","Junior","Internship",True,69990,121621,"India","2025-05-12"
1526,119,"Software Engineer","Junior","Full-time",True,71341,98578,"Remote","2025-09-22"
1527,121,"Product Manager","Junior","Full-time",False,76524,116601,"Remote","2025-02-01"
1528,38,"Software Engineer","Senior","Full-time",True,60752,143597,"Germany","2025-12-19"
1529,123,"Product Manager","Lead","Full-time",True,48811,129552,"USA","2025-05-04"
1530,62,"DevOps Engineer","Senior","Full-time",True,74359,97712,"Canada","2025-08-05"
1531,99,"Data Analyst","Lead","Full-time",True,60450,113540,"India","2025-04-01"
1532,102,"Product Manager","Junior","Contract",True,70537,143672,"Germany","2025-07-27"
1533,121,"Software Engineer","Lead","Full-time",False,68910,119865,"Germany","2025-11-09"
1534,82,"QA Engineer","Senior","Contract",False,77052,97477,"Germany","2025-07-10"
1535,61,"Software Engineer","Lead","Full-time",True,49376,145825,"Remote","2025-06-01"
1536,69,"Data Analyst","Lead","Full-time",False,44943,105067,"USA","2025-10-17"
1537,70,"Data Analyst","Mid","Contract",True,42219,139077,"USA","2025-10-21"
