"interview_id","application_id","interview_round","interview_type","interview_score","interview_date"
12545,9100,1,"HR","2.03","2025-11-09"
12546,3232,2,"HR","2.60","2025-07-30"
12547,6004,2,"Managerial","3.13","2025-04-19"
12548,4400,2,"HR","2.85","2025-11-30"
12549,2346,4,"HR","2.59","2025-08-02"
12550,8646,1,"Phone","4.37","2025-06-17"
12551,3249,3,"Phone","1.70","2025-06-27"
12552,8326,1,"HR","2.64","2025-12-08"
12553,10,2,"HR","1.36","2025-04-16"
12554,11823,4,"Managerial","2.14","2026-01-18"
12555,7808,4,"Technical","4.68","2025-05-25"
12556,11662,1,"HR","4.45","2025-12-14"
12557,8521,1,"Managerial","2.40","2025-08-23"
12558,6276,2,"Managerial","2.83","2025-10-05"
12559,11682,2,"HR","2.17","2025-06-02"
12560,2890,4,"Technical","2.73","2025-08-17"
12561,7165,2,"Phone","1.24","2025-04-30"
12562,7504,3,"HR","1.96","2025-05-06"
12563,7803,2,"HR","2.50","2025-10-28"
12564,6395,3,"Phone","3.27","2025-11-27"
12565,2298,1,"Phone","2.39","2025-04-06"
12566,11606,2,"Phone","1.12","2025-08-23"
12567,2858,3,"Technical","4.38","2025-05-09"
12568,7837,3,"HR","3.44","2025-09-15"
12569,10735,2,"Phone","1.66","2025-08-05"
12570,4751,4,"Technical","2.06","2025-12-11"
12571,3649,4,"HR","3.68","2026-01-03"
12572,8008,4,"HR","1.51","2025-06-14"
12573,7137,3,"Technical","4.93","2025-07-07"
12574,7062,2,"Phone","2.71","2025-12-02"
12575,6692,4,"Technical","2.41","2025-09-15"
12576,3840,3,"Phone","2.24","2025-12-25"
12577,7024,3,"Phone","4.65","2025-07-06"
12578,4277,2,"Technical","3.18","2025-09-22"
12579,9741,2,"Phone","3.58","2025-04-13"
12580,1508,1,"Phone","2.05","2025-04-15"
12581,7011,1,"Managerial","2.17","2025-10-13"
12582,5740,3,"Technical","2.38","2025-12-23"
12583,8592,1,"Technical","1.22","2025-04-05"
12584,5273,2,"HR","3.18","2025-10-26"
12585,10054,4,"Phone","1.68","2025-11-07"
12586,1646,1,"Technical","1.70","2025-05-16"
12587,1483,1,"HR","3.68","2025-12-13"
12588,4539,1,"HR","4.67","2026-01-17"
12589,5926,4,"Managerial","3.31","2025-06-27"
12590,8820,2,"Managerial","2.50","2025-04-03"
12591,6020,1,"Technical","2.83","2025-11-03"
12592,7247,4,"Phone","4.50","2025-08-20"
12593,1835,3,"Technical","2.15","2025-03-29"
12594,2649,4,"Technical","1.13","2025-07-24"
12595,6193,1,"HR","1.29","2025-08-14"
12596,10,3,"Phone","2.03","2025-07-08"
12597,1430,2,"HR","1.94","2025-05-17"
12598,9411,3,"Technical","3.28","2025-10-21"
12599,10646,2,"Technical","1.42","2025-12-19"
12600,11982,1,"Managerial","3.96","2025-09-24"
12601,5179,4,"Managerial","1.39","2025-12-07"
12602,8234,1,"HR","4.23","2025-06-02"
12603,2194,2,"Technical","1.78","2025-04-02"
12604,6167,2,"Phone","1.99","2025-09-30"
12605,11279,2,"HR","2.12","2025-09-16"
12606,5547,1,"HR","2.40","2025-08-21"
12607,706,4,"Phone","1.82","2025-10-23"
12608,2897,4,"Technical","3.22","2025-03-30"
12609,6356,1,"Technical","4.79","2025-10-09"
12610,10612,3,"Technical","2.14","2025-04-29"
12611,2716,4,"HR","1.20","2025-06-16"
12612,11218,4,"Technical","4.72","2025-04-17"
12613,7274,4,"Managerial","3.89","2025-06-02"
12614,6085,1,"Technical","3.21","2025-05-31"
12615,1665,2,"HR","3.68","2025-09-27"
12616,438,1,"Managerial","4.59","2025-07-14"
12617,9268,1,"Managerial","1.18","2025-10-26"
12618,7853,2,"Phone","4.88","2025-07-13"
12619,8075,4,"Technical","3.54","2025-05-25"
12620,7365,4,"Technical","4.43","2025-04-23"
12621,8687,1,"Phone","1.88","2025-05-22"
12622,7363,3,"Technical","1.12","2025-08-03"
12623,631,3,"HR","1.85","2025-08-17"
12624,7812,3,"Managerial","2.50","2025-08-09"
12625,3574,2,"Phone","2.33","2025-05-14"
12626,8508,3,"HR","2.62","2025-12-12"
12627,9817,4,"HR","4.57","2025-08-19"
12628,2364,4,"Managerial","4.86","2025-06-08"
12629,742,3,"Managerial","3.74","2025-11-05"
12630,5836,2,"Phone","1.29","2025-06-18"
12631,939,4,"Technical","1.92","2025-07-15"
12632,3099,2,"HR","1.88","2025-05-15"
12633,3325,4,"Technical","1.07","2025-12-29"
12634,2735,1,"Phone","4.55","2025-06-20"
12635,4993,4,"Managerial","2.68","2025-11-24"
12636,2082,3,"HR","2.39","2025-10-24"
12637,1941,3,"Phone","2.44","2025-11-30"
12638,7227,2,"HR","1.92","2025-12-19"
12639,2746,3,"HR","2.89","2025-09-03"
12640,675,2,"HR","3.29","2025-04-05"
12641,10637,1,"Technical","1.72","2025-09-20"
12642,529,3,"HR","4.96","2025-08-22"
12643,10809,3,"HR","1.30","2025-08-19"
12644,10968,2,"Technical","3.57","2025-07-20"
12645,2219,2,"Managerial","3.21","2025-05-15"
12646,10637,4,"HR","4.61","2025-04-17"
12647,7765,2,"Managerial","2.93","2025-10-03"
12648,10141,1,"Managerial","4.19","2025-06-13"
12649,6176,2,"Managerial","2.00","2025-10-16"
12650,1214,2,"HR","2.59","2025-04-04"
12651,5816,2,"Managerial","2.34","2025-12-27"
12652,3599,4,"Technical","2.98","2025-12-03"
12653,8761,2,"HR","2.98","2025-08-31"
12654,5408,3,"Managerial","3.96","2025-09-06"
12655,3354,4,"Phone","4.49","2025-06-21"
12656,3847,3,"Technical","1.85","2025-04-17"
12657,9984,3,"HR","3.74","2025-04-22"
12658,216,3,"HR","1.76","2025-07-06"
12659,2259,4,"Technical","4.74","2025-08-01"
12660,5006,2,"HR","2.11","2026-01-02"
12661,7478,4,"Technical","1.42","2025-05-19"
12662,4904,4,"Technical","2.74","2025-05-09"
12663,1718,4,"Managerial","4.58","2025-08-20"
12664,9266,4,"Phone","3.56","2025-09-09"
12665,7091,1,"Phone","2.12","2026-01-10"
12666,3830,2,"Phone","1.30","2025-04-26"
12667,7268,2,"Managerial","1.33","2025-07-23"
12668,2968,3,"Technical","3.06","2025-10-24"
12669,8413,1,"HR","3.58","2025-04-16"
12670,3060,1,"Technical","3.83","2025-12-15"
12671,5241,1,"Phone","3.57","2026-01-10"
12672,9983,4,"Phone","1.45","2025-06-11"
12673,11190,4,"Managerial","1.03","2025-11-26"
12674,2080,4,"Technical","1.38","2025-11-26"
12675,6608,2,"Phone","4.96","2025-12-09"
12676,9600,1,"Managerial","1.12","2025-10-22"
12677,2443,3,"HR","3.88","2025-05-24"
12678,9640,1,"HR","1.86","2025-03-29"
12679,7925,1,"Managerial","4.59","2025-11-14"
12680,964,4,"Technical","1.22","2025-10-13"
12681,4842,3,"Technical","2.19","2025-09-17"
12682,5413,4,"Managerial","3.77","2025-11-18"
12683,9218,2,"Managerial","4.38","2025-05-22"
12684,5725,3,"Phone","1.78","2025-06-08"
12685,873,4,"HR","4.08","2025-05-25"
12686,10411,4,"HR","4.64","2025-09-28"
12687,2589,1,"Managerial","1.96","2025-07-17"
12688,10857,1,"Managerial","1.11","2025-10-15"
12689,3051,4,"Phone","2.19","2025-12-27"
12690,6208,1,"Technical","2.45","2025-10-24"
12691,4499,2,"Managerial","2.85","2025-09-02"
12692,10297,3,"HR","3.29","2025-04-07"
12693,6678,4,"Technical","2.73","2025-04-11"
12694,4572,3,"Phone","2.44","2025-10-17"
12695,5416,3,"Phone","1.35","2025-10-18"
12696,3491,1,"Phone","3.79","2025-05-11"
12697,63,3,"Managerial","3.92","2025-12-02"
12698,9689,3,"Managerial","1.15","2025-11-18"
12699,6832,2,"Technical","3.35","2025-07-31"
12700,8824,4,"Phone","2.05","2025-09-16"
12701,2624,2,"Managerial","1.28","2026-01-08"
12702,9736,4,"HR","1.18","2025-05-08"
12703,7361,4,"Phone","3.85","2026-01-17"
12704,459,2,"Technical","4.29","2025-04-04"
12705,9813,4,"Managerial","2.19","2025-07-25"
12706,9043,4,"Phone","4.94","2026-01-13"
12707,3663,4,"Phone","3.47","2025-09-23"
12708,7376,4,"Phone","2.07","2025-04-08"
12709,160,2,"Phone","1.27","2025-11-25"
12710,5121,4,"Technical","1.67","2025-08-05"
12711,11762,2,"HR","1.80","2025-12-07"
12712,3813,4,"Phone","3.70","2025-09-26"
12713,7612,3,"Phone","3.27","2025-05-22"
12714,9268,2,"Managerial","4.07","2025-11-13"
12715,11275,2,"Phone","2.51","2025-09-13"
12716,368,2,"HR","1.57","2026-01-10"
12717,11189,2,"Technical","3.56","2025-10-15"
12718,4577,2,"Managerial","1.97","2025-10-30"
12719,9944,1,"Managerial","4.58","2025-10-05"
12720,3021,1,"HR","3.93","2025-05-13"
12721,2918,1,"HR","3.01","2026-01-07"
12722,5707,4,"HR","4.72","2025-10-17"
12723,9745,3,"Technical","1.47","2025-08-04"
12724,8102,3,"Phone","1.34","2025-07-13"
12725,10605,2,"Technical","3.59","2025-04-03"
12726,10111,3,"Managerial","2.13","2025-11-08"
12727,9259,2,"HR","4.38","2025-07-19"
12728,8984,4,"Phone","2.47","2025-12-12"
12729,1385,4,"HR","3.03","2025-08-18"
12730,5939,4,"Managerial","1.28","2025-05-10"
12731,395,1,"Technical","4.34","2025-04-08"
12732,6388,2,"Managerial","2.12","2025-08-11"
12733,1536,3,"HR","2.71","2025-04-15"
12734,5824,4,"Managerial","3.86","2025-11-11"
12735,8678,2,"Managerial","4.82","2025-10-25"
12736,3214,3,"Phone","4.21","2025-06-29"
12737,6663,3,"Phone","1.32","2026-01-04"
12738,7460,1,"Managerial","4.76","2025-12-08"
12739,9291,4,"Phone","2.90","2025-07-31"
12740,10508,3,"Managerial","4.01","2025-12-17"
12741,1129,2,"Managerial","4.29","2025-08-02"
12742,10871,1,"Phone","2.40","2025-12-06"
12743,10188,2,"HR","1.99","2025-09-06"
12744,3702,1,"Managerial","3.52","2025-07-26"
12745,11338,1,"Technical","2.70","2025-08-20"
12746,3486,3,"Managerial","1.86","2025-12-24"
12747,2573,3,"Phone","3.59","2025-08-13"
12748,4257,1,"Technical","3.71","2026-01-06"
12749,5156,1,"Phone","4.43","2025-04-05"
12750,5662,4,"HR","1.10","2025-10-02"
12751,6606,2,"Managerial","1.78","2025-04-12"
12752,11474,1,"Phone","4.10","2026-01-19"
12753,928,4,"HR","2.37","2025-11-11"
12754,3380,3,"Managerial","4.68","2026-01-13"
12755,8042,4,"HR","2.13","2025-05-10"
12756,7381,2,"Phone","4.25","2025-11-17"
12757,8954,1,"HR","1.29","2025-07-18"
12758,7340,1,"Phone","1.53","2025-06-02"
12759,9690,1,"HR","1.14","2025-07-08"
12760,109,3,"Technical","1.87","2025-10-25"
12761,6386,3,"Technical","2.58","2026-01-19"
12762,8761,4,"Managerial","3.67","2025-09-19"
12763,5053,1,"Phone","2.16","2025-06-26"
12764,6767,2,"HR","2.58","2025-06-29"
12765,7798,1,"HR","3.01","2025-08-22"
12766,10017,1,"HR","4.59","2025-11-16"
12767,7047,3,"HR","3.93","2025-04-26"
12768,11897,3,"HR","4.85","2025-12-08"
12769,1120,2,"Technical","2.58","2025-09-04"
12770,1972,3,"Managerial","3.17","2026-01-12"
12771,7841,2,"Technical","2.09","2025-06-12"
12772,9356,2,"Phone","3.65","2025-06-21"
12773,3557,1,"HR","3.00","2025-07-22"
12774,4879,3,"Managerial","2.66","2025-04-27"
12775,5378,4,"Managerial","2.30","2025-09-23"
12776,657,3,"HR","1.67","2025-09-08"
12777,4595,4,"Phone","4.59","2025-10-02"
12778,3154,1,"HR","4.94","2025-12-06"
12779,6502,4,"Managerial","1.18","2025-11-29"
12780,8408,3,"HR","2.29","2025-11-27"
12781,371,1,"Technical","4.29","2025-08-14"
12782,42,3,"Managerial","3.24","2025-06-07"
12783,9063,3,"Phone","4.56","2025-06-12"
12784,4949,3,"Phone","1.44","2025-04-12"
12785,10561,1,"Technical","4.70","2025-06-30"
12786,11693,1,"HR","1.30","2025-07-19"
12787,8062,3,"HR","2.74","2025-05-20"
12788,10551,2,"HR","5.00","2025-05-24"
12789,5956,2,"Technical","3.19","2025-11-12"
12790,4196,1,"Phone","3.29","2025-03-30"
12791,3318,2,"HR","3.56","2025-11-26"
12792,9465,3,"HR","3.67","2025-10-30"
12793,4685,1,"HR","1.69","2025-06-08"
12794,6458,3,"HR","2.56","2025-05-10"
12795,7876,4,"Technical","3.28","2025-10-24"
12796,815,2,"HR","3.23","2025-07-25"
12797,6455,2,"HR","3.01","2025-05-10"
12798,4763,2,"Technical","2.35","2025-07-12"
12799,7314,4,"HR","3.52","2025-12-03"
12800,4171,2,"Managerial","2.37","2025-10-10"
12801,1942,2,"Phone","2.01","2025-12-30"
12802,8609,2,"Technical","1.98","2025-08-05"
12803,9093,4,"Managerial","1.17","2025-05-05"
12804,11064,2,"Managerial","3.76","2025-10-30"
12805,1779,4,"HR","3.84","2025-09-21"
12806,5993,1,"Managerial","1.80","2026-01-02"
12807,1246,4,"Technical","1.84","2026-01-05"
12808,5885,4,"Managerial","2.61","2025-03-29"
12809,3635,2,"Phone","1.71","2025-08-18"
12810,9412,1,"HR","3.46","2025-11-07"
12811,9198,4,"Phone","4.56","2025-10-13"
12812,4776,4,"HR","1.86","2025-12-06"
12813,10428,3,"Managerial","3.77","2025-08-22"
12814,11936,2,"Technical","2.41","2025-05-02"
12815,2741,2,"Phone","1.50","2025-04-22"
12816,7898,4,"Managerial","4.80","2025-06-17"
12817,1497,4,"Technical","2.34","2025-09-26"
12818,10950,4,"HR","1.56","2025-10-20"
12819,1057,4,"Phone","2.85","2025-07-07"
12820,9163,1,"Managerial","1.69","2026-01-13"
12821,9171,4,"Managerial","2.12","2025-04-21"
12822,11310,2,"Managerial","2.68","2025-06-27"
12823,3243,3,"Phone","2.61","2025-04-13"
12824,9317,2,"HR","4.89","2025-08-16"
12825,7242,1,"Managerial","2.20","2025-11-12"
12826,6531,3,"Technical","1.63","2025-12-22"
12827,9850,3,"HR","4.68","2025-12-29"
12828,10447,2,"Technical","3.74","2025-09-16"
12829,10140,3,"Managerial","1.99","2025-04-16"
12830,7705,3,"Managerial","1.39","2025-11-19"
12831,300,2,"Managerial","2.33","2025-04-08"
12832,10059,1,"Phone","3.89","2025-10-05"
12833,11242,4,"Phone","3.96","2025-06-03"
12834,6110,4,"Phone","3.86","2025-09-21"
12835,9225,1,"Technical","2.10","2025-08-31"
12836,3224,1,"Managerial","1.84","2025-09-04"
12837,857,2,"HR","1.74","2025-04-23"
12838,5584,2,"Phone","1.15","2025-06-05"
12839,11975,2,"Phone","3.06","2025-09-27"
12840,6949,2,"Phone","4.30","2025-11-04"
12841,7815,4,"Managerial","1.02","2025-05-29"
12842,3823,1,"Managerial","3.65","2025-11-24"
12843,6180,4,"Phone","4.83","2025-11-22"
12844,2802,2,"Technical","4.25","2025-05-07"
12845,5863,1,"Managerial","1.85","2025-12-21"
12846,828,2,"Phone","2.56","2025-04-19"
12847,9908,2,"HR","3.42","2025-10-31"
12848,2803,3,"Phone","1.90","2025-04-20"
12849,9152,3,"Phone","2.12","2025-12-07"
12850,4580,4,"HR","1.87","2025-12-08"
12851,4179,3,"Phone","4.31","2025-11-05"
12852,32,1,"Managerial","4.20","2025-10-27"
12853,8862,3,"HR","2.41","2025-05-01"
12854,4857,1,"Managerial","1.20","2025-04-21"
12855,11610,4,"Technical","1.45","2025-10-31"
12856,10136,4,"HR","1.82","2025-09-23"
12857,9178,1,"Phone","3.62","2025-06-30"
12858,9001,3,"Managerial","3.50","2025-09-30"
12859,5467,3,"Technical","3.48","2025-04-18"
12860,9335,2,"HR","3.04","2025-09-09"
12861,11694,4,"Managerial","1.54","2025-04-22"
12862,4120,3,"Phone","3.35","2025-04-22"
12863,9451,1,"HR","3.30","2025-10-11"
12864,11500,2,"Managerial","3.40","2025-06-01"
12865,2294,2,"Phone","4.25","2025-12-31"
12866,2320,4,"Technical","1.55","2025-06-14"
12867,10807,2,"Managerial","1.41","2025-08-27"
12868,2468,3,"Managerial","4.79","2025-06-29"
12869,463,4,"Technical","3.81","2025-05-11"
12870,11410,1,"Phone","2.79","2025-12-29"
12871,9400,2,"Phone","2.06","2025-05-13"
12872,3958,3,"HR","3.80","2025-06-02"
12873,8012,2,"HR","3.40","2025-04-17"
12874,9914,2,"Phone","3.52","2025-12-25"
12875,3871,4,"Phone","2.90","2025-07-17"
12876,6097,2,"Phone","3.48","2025-06-22"
12877,4032,2,"Managerial","2.93","2025-04-06"
12878,1534,2,"Technical","3.50","2025-07-03"
12879,5101,2,"Technical","2.38","2025-06-01"
12880,7532,3,"Managerial","4.71","2025-04-13"
12881,11105,4,"Phone","4.13","2025-06-27"
12882,6311,3,"Technical","1.60","2025-10-17"
12883,10713,2,"Technical","2.09","2025-04-20"
12884,9920,2,"Phone","2.18","2025-08-23"
12885,9730,1,"Technical","4.18","2025-05-21"
12886,4583,3,"Technical","4.76","2025-05-22"
12887,1580,2,"HR","4.74","2025-10-12"
12888,4844,1,"Managerial","1.79","2025-08-20"
12889,10316,4,"Phone","1.44","2025-04-22"
12890,10813,2,"Phone","2.93","2025-09-11"
12891,7587,2,"Managerial","1.48","2025-07-23"
12892,6770,1,"Managerial","4.43","2025-08-08"
12893,11011,4,"HR","3.62","2025-04-02"
12894,3372,2,"Phone","3.89","2025-11-08"
12895,1179,2,"Technical","2.42","2026-01-15"
12896,11434,2,"HR","4.53","2026-01-06"
12897,11717,1,"Technical","1.77","2025-05-21"
12898,610,4,"HR","4.55","2025-09-19"
12899,2312,2,"HR","3.96","2026-01-08"
12900,1591,2,"Phone","2.35","2025-04-21"
12901,1303,1,"HR","4.86","2025-12-26"
12902,7855,2,"Technical","1.94","2025-08-02"
12903,9816,3,"Managerial","1.66","2025-08-12"
12904,874,4,"HR","4.24","2025-09-07"
12905,4959,4,"HR","1.31","2025-05-30"
12906,7654,2,"Managerial","4.19","2025-12-09"
12907,2249,4,"Managerial","3.03","2025-07-10"
12908,4396,1,"Managerial","1.39","2025-08-01"
12909,3958,3,"Phone","4.07","2025-05-08"
12910,2562,2,"Phone","1.02","2025-10-03"
12911,9098,3,"Technical","1.72","2025-06-11"
12912,9685,2,"Technical","2.54","2025-12-31"
12913,1046,2,"Phone","2.71","2025-11-09"
12914,7471,1,"HR","1.84","2025-08-27"
12915,11768,3,"Technical","3.38","2025-08-25"
12916,8294,4,"Managerial","3.99","2025-05-21"
12917,694,2,"Managerial","3.75","2025-09-21"
12918,9566,1,"HR","2.81","2025-09-11"
12919,1176,3,"Managerial","4.80","2025-06-25"
12920,2519,1,"Technical","1.32","2025-04-09"
12921,6375,1,"Phone","1.79","2025-03-31"
12922,7654,2,"Managerial","2.77","2025-10-01"
12923,87,1,"Managerial","2.08","2025-05-26"
12924,7653,1,"Managerial","2.54","2025-04-29"
12925,4565,3,"Managerial","2.08","2025-10-08"
12926,11290,2,"Technical","2.06","2025-05-26"
12927,6174,3,"Technical","4.78","2025-09-08"
12928,24,1,"Phone","2.14","2025-11-09"
12929,9466,4,"Managerial","3.81","2025-05-08"
12930,6660,3,"Managerial","1.46","2025-05-12"
12931,9321,4,"Technical","2.49","2025-10-16"
12932,4655,4,"Technical","2.75","2025-10-25"
12933,9680,1,"Managerial","4.73","2025-10-20"
12934,6102,2,"Technical","1.20","2025-04-20"
12935,7615,1,"Phone","1.52","2025-09-12"
12936,5863,2,"Managerial","2.30","2025-11-07"
12937,9825,1,"HR","4.52","2025-09-16"
12938,10942,3,"HR","3.48","2025-05-09"
12939,7766,3,"Managerial","4.96","2025-07-30"
12940,2687,4,"HR","3.61","2025-07-27"
12941,6730,4,"Technical","1.52","2025-05-03"
12942,10317,2,"HR","3.29","2025-06-11"
12943,5171,2,"Phone","4.82","2025-10-23"
12944,11522,4,"Technical","3.16","2025-05-13"
12945,3660,1,"HR","2.85","2025-08-17"
12946,10241,3,"Technical","1.46","2025-12-06"
12947,8368,4,"Technical","1.61","2025-09-10"
12948,11568,3,"Technical","2.95","2025-12-27"
12949,8031,4,"Technical","4.45","2025-10-10"
12950,10941,2,"Technical","2.65","2026-01-03"
12951,516,3,"Phone","3.66","2025-07-11"
12952,6575,1,"HR","3.41","2025-11-16"
12953,8157,3,"Technical","1.55","2025-08-19"
12954,5731,3,"HR","2.59","2025-06-01"
12955,8651,2,"Managerial","2.55","2025-04-05"
12956,7451,2,"Phone","2.59","2025-05-18"
12957,1923,4,"Managerial","2.14","2025-07-17"
12958,2200,4,"Managerial","1.16","2026-01-13"
12959,5979,4,"Phone","3.58","2025-08-12"
12960,10236,1,"Managerial","2.03","2025-12-17"
12961,11120,2,"HR","3.59","2025-08-02"
12962,5930,4,"Technical","2.73","2025-05-02"
12963,9268,1,"Managerial","4.25","2025-06-02"
12964,9709,4,"Phone","4.15","2025-05-11"
12965,9813,2,"Technical","2.31","2025-11-04"
12966,9264,1,"HR","2.12","2025-07-18"
12967,8337,4,"Managerial","1.73","2025-09-01"
12968,4032,1,"Technical","1.38","2025-07-25"
12969,13,2,"HR","2.30","2025-10-28"
12970,9955,2,"HR","3.61","2025-05-30"
12971,6224,2,"HR","4.95","2025-05-25"
12972,11961,2,"Technical","1.19","2025-07-08"
12973,7982,3,"Phone","3.61","2025-08-18"
12974,1968,2,"Technical","4.70","2025-12-22"
12975,1515,3,"Technical","4.45","2025-04-02"
12976,8194,1,"HR","3.20","2025-11-12"
12977,1845,1,"Phone","2.62","2025-09-23"
12978,9186,3,"Phone","2.80","2025-06-23"
12979,6643,4,"Technical","1.40","2025-08-16"
12980,9297,2,"HR","2.91","2025-09-21"
12981,8622,4,"Managerial","2.68","2025-10-21"
12982,7720,4,"HR","2.32","2025-10-08"
12983,1379,3,"Phone","3.18","2025-12-28"
12984,6188,2,"Phone","1.63","2025-12-07"
12985,5757,3,"Phone","3.68","2025-09-17"
12986,9866,1,"HR","4.51","2025-06-25"
12987,1141,4,"Phone","3.74","2025-07-24"
12988,11038,3,"HR","2.47","2025-09-13"
12989,8372,3,"Technical","4.79","2025-07-10"
12990,11090,3,"Managerial","1.56","2025-11-21"
12991,3802,1,"HR","1.75","2025-09-08"
12992,2331,3,"Phone","1.19","2025-06-26"
12993,9722,4,"Managerial","3.61","2025-05-13"
12994,8678,2,"Technical","2.30","2025-05-02"
12995,11005,1,"Managerial","3.18","2025-09-08"
12996,1764,4,"HR","4.24","2026-01-15"
12997,7625,1,"Phone","1.96","2025-08-26"
12998,4314,3,"HR","1.42","2025-04-17"
12999,9045,4,"Managerial","3.16","2025-08-02"
13000,6959,3,"Technical","2.29","2025-05-14"
13001,5896,2,"Phone","4.82","2025-12-08"
13002,8488,1,"Technical","3.37","2025-11-15"
13003,9732,2,"Phone","1.29","2025-07-21"
13004,3091,4,"HR","3.30","2025-05-10"
13005,3449,2,"Phone","4.63","2025-10-07"
13006,6017,2,"Managerial","4.13","2025-12-04"
13007,2423,1,"Managerial","4.97","2025-05-18"
13008,8458,4,"Technical","1.95","2025-11-10"
13009,4559,2,"Technical","3.23","2025-08-31"
13010,1612,3,"Managerial","3.59","2025-04-18"
13011,9958,3,"Phone","2.37","2025-08-05"
13012,5152,4,"Phone","2.90","2026-01-12"
13013,11621,3,"Managerial","2.28","2025-04-18"
13014,9886,2,"Technical","3.23","2025-07-07"
13015,382,3,"Managerial","1.11","2025-11-18"
13016,7070,2,"Managerial","3.88","2026-01-17"
13017,2387,1,"HR","4.94","2025-05-25"
13018,1643,1,"Technical","2.55","2025-08-25"
13019,8068,4,"HR","4.42","2025-08-04"
13020,4705,1,"HR","3.83","2025-11-10"
13021,11113,3,"Phone","2.66","2025-06-21"
13022,8721,1,"Technical","1.81","2026-01-15"
13023,4387,3,"Technical","4.20","2025-09-05"
13024,11586,2,"Technical","2.24","2025-09-21"
13025,1468,1,"HR","2.78","2025-06-21"
13026,2529,4,"HR","3.75","2025-04-07"
13027,335,3,"HR","1.40","2025-10-12"
13028,1399,3,"Managerial","1.70","2025-10-23"
13029,3068,2,"HR","3.12","2025-10-24"
13030,7444,2,"Phone","2.91","2025-11-24"
13031,8507,3,"Technical","1.33","2025-12-23"
13032,3920,2,"Phone","4.87","2025-06-04"
13033,3557,3,"Managerial","3.15","2025-04-02"
13034,7634,1,"HR","3.54","2025-09-05"
13035,8063,2,"Managerial","5.00","2025-09-14"
13036,6049,4,"HR","2.90","2026-01-13"
13037,7560,4,"HR","4.52","2025-05-31"
13038,428,3,"HR","4.39","2025-06-04"
13039,1835,3,"Managerial","4.08","2026-01-04"
13040,10632,4,"HR","4.05","2025-10-12"
13041,1693,3,"Technical","2.83","2025-11-05"
13042,11572,1,"Managerial","4.72","2025-11-21"
13043,4674,3,"Phone","2.15","2025-08-08"
13044,619,3,"HR","2.48","2025-05-19"
13045,9893,4,"HR","4.32","2025-04-12"
13046,8373,2,"Phone","3.14","2025-06-17"
13047,8003,2,"Phone","1.73","2025-09-26"
13048,8715,4,"Managerial","3.37","2025-10-27"
13049,7354,2,"Phone","3.08","2026-01-06"
13050,2719,3,"Technical","1.71","2025-04-11"
13051,5973,1,"Phone","3.09","2025-07-13"
13052,4118,4,"HR","2.70","2025-06-20"
13053,4274,3,"Technical","4.22","2025-10-12"
13054,501,2,"Phone","3.44","2025-06-09"
13055,692,3,"Technical","2.17","2025-05-31"
13056,2793,4,"HR","4.16","2025-03-30"
13057,5104,3,"Phone","1.27","2025-11-19"
13058,6551,1,"Phone","1.11","2025-05-28"
13059,6247,3,"Phone","2.16","2025-05-13"
13060,10884,1,"Phone","3.93","2025-04-23"
13061,7449,2,"Technical","2.76","2025-04-23"
13062,11056,1,"HR","4.11","2025-11-20"
13063,11868,3,"Technical","4.41","2025-11-21"
13064,6587,3,"Technical","3.11","2025-05-23"
13065,7804,4,"Managerial","1.22","2025-06-10"
13066,8182,3,"Technical","4.63","2025-08-16"
13067,11646,1,"Managerial","1.17","2025-12-11"
13068,2228,1,"Technical","3.30","2025-04-26"
13069,9496,1,"Phone","2.85","2025-05-11"
13070,8272,2,"Phone","2.26","2025-09-16"
13071,9910,1,"HR","3.99","2025-12-27"
13072,10269,3,"Managerial","4.62","2025-05-14"
13073,817,4,"HR","1.70","2025-11-19"
13074,10161,3,"Technical","4.25","2025-04-25"
13075,10495,2,"Technical","2.50","2025-06-27"
13076,11934,2,"Managerial","1.57","2025-08-17"
13077,8448,3,"Phone","1.96","2025-12-14"
13078,8688,4,"Technical","3.16","2025-07-31"
13079,10146,1,"Managerial","4.33","2025-05-04"
13080,32,4,"HR","4.90","2025-07-11"
13081,6298,4,"Technical","4.47","2025-03-30"
13082,11819,4,"Phone","1.63","2025-11-09"
13083,3121,1,"Technical","2.40","2025-05-08"
13084,10555,4,"HR","2.80","2026-01-03"
13085,10541,4,"Managerial","2.47","2025-04-11"
13086,10929,3,"Phone","2.84","2025-11-06"
13087,600,2,"HR","1.65","2025-08-10"
13088,3055,2,"Technical","3.30","2025-08-10"
13089,10245,3,"Technical","2.75","2025-12-06"
13090,7335,3,"Managerial","2.56","2025-07-25"
13091,6681,4,"HR","2.30","2025-11-14"
13092,5990,3,"Phone","2.61","2025-08-13"
13093,4540,4,"Managerial","1.96","2026-01-11"
13094,9426,1,"Phone","1.37","2025-11-07"
13095,2034,4,"Phone","4.29","2025-08-24"
13096,2875,1,"HR","4.83","2025-04-01"
13097,524,3,"HR","4.22","2025-07-03"
13098,9174,1,"Technical","4.33","2025-11-21"
13099,4336,2,"Technical","4.87","2025-07-06"
13100,2896,1,"HR","3.52","2025-10-03"
13101,7936,3,"Technical","4.05","2025-12-25"
13102,11734,1,"Managerial","4.65","2025-08-02"
13103,171,2,"Managerial","2.73","2025-12-16"
13104,8178,3,"HR","3.51","2025-09-09"
13105,10891,3,"Phone","4.76","2025-08-09"
